temperature,vibration,pressure,rpm,runtime_hours,load_percent,oil_quality_index,failure_within_30_days
70.97,6.44,67.15,3726,7211,74.85,57.93,1
51.11,4.08,61.32,3336,694,62.17,74.57,0
57.06,5.57,86.22,2270,8878,80.49,58.55,1
91.37,4.06,72.52,1790,13495,87.02,84.01,1
85.74,6.88,75.29,2422,9287,85.94,80.88,1
66.37,5.64,94.2,2189,14453,75.7,60.52,0
56.97,2.36,65.61,3713,11902,84.9,75.21,0
39.43,4.79,57.28,2795,8702,83.68,60.45,0
68.48,7.47,68.63,3267,5860,116.18,47.94,1
104.04,4.17,47.17,2657,6569,89.93,63.04,1
80.22,5.31,56.51,2710,1647,66.4,71.25,1
68.29,5.48,45.93,2784,7665,51.59,79.82,1
80.58,2.63,60.57,3353,9730,63.3,74.24,1
56.27,5.42,45.87,2956,17577,62.03,85.62,0
71.43,1.99,45.38,2271,11642,77.21,57.28,0
76.19,3.37,60.79,3611,4676,55.4,66.35,0
73.97,6.44,53.07,2654,1803,89.46,96.67,0
84.49,5.14,28.01,2572,7967,42.99,43.03,1
79.14,3.95,34.62,1385,13059,38.61,65.22,1
83.02,5.3,38.94,3117,7897,65.57,55.93,1
66.74,4.39,42.64,2851,11710,52.83,69.07,1
85.77,4.52,60.8,2850,8094,45.35,65.48,1
94.55,5.68,58.07,2599,12585,56.53,81.03,1
63.36,3.19,69.91,2512,1014,54.29,75.83,0
64.35,4.57,65.54,2615,17021,68.18,52.42,1
91.03,3.94,70.01,3032,3438,56.83,63.18,0
72.7,1.65,63.52,3120,12969,58.3,72.0,0
91.85,2.84,57.94,2684,7639,67.91,83.09,0
69.69,7.32,70.39,3274,8421,86.26,100.0,0
92.46,5.19,67.87,2761,7794,94.47,82.54,0
76.58,2.12,60.27,2548,10278,70.66,56.81,1
78.1,1.73,72.8,2899,11288,72.06,70.59,1
93.78,4.3,22.16,2120,14292,64.7,74.71,1
70.66,7.31,50.93,2916,16040,76.66,64.21,0
63.71,4.16,50.72,2029,10659,75.02,79.05,0
69.62,6.85,71.14,2286,17568,91.87,37.93,1
80.43,5.13,77.0,1791,9465,34.0,80.3,0
56.21,5.35,34.7,2712,14387,63.78,64.85,1
82.65,2.1,74.76,3605,11144,74.11,70.35,0
68.53,6.19,38.6,2741,6254,67.53,93.99,0
88.77,3.9,39.02,3122,9906,51.09,53.08,1
46.27,6.05,51.72,3976,11516,44.61,76.09,0
65.56,3.03,50.55,3002,8839,82.51,83.91,0
54.76,4.82,33.18,2417,11064,54.38,74.56,1
65.09,5.13,64.1,2486,13327,36.41,47.79,1
77.97,4.22,64.51,2800,8883,83.42,92.26,0
72.85,5.23,69.76,2484,50,76.26,68.83,0
71.96,4.02,48.93,2521,17391,65.91,64.09,1
73.09,3.33,54.45,3293,7512,51.54,67.34,1
77.44,7.39,54.57,3313,4884,65.96,66.27,1
62.9,6.39,78.63,1977,3379,89.88,54.15,0
83.48,3.13,15.32,2391,7318,38.94,74.47,0
82.95,5.52,41.6,2568,6186,39.85,63.04,1
79.62,3.16,55.08,3100,5315,56.7,82.06,0
81.68,2.37,39.8,3372,5589,67.52,79.76,1
78.56,6.36,51.38,4151,11649,59.07,96.39,0
99.42,1.43,53.23,2567,19152,79.57,68.83,1
73.95,6.17,45.79,2592,13103,87.6,59.95,1
71.32,4.05,55.9,3094,14613,73.02,49.95,1
65.96,4.12,63.79,2459,7113,78.09,100.0,0
62.61,5.24,51.69,2730,9523,72.9,81.93,0
60.07,5.55,48.66,2592,11132,68.17,61.61,0
64.33,3.01,52.68,1489,5702,44.72,97.4,0
74.15,5.79,54.9,2862,6871,49.5,92.34,0
79.01,4.7,30.64,2709,13273,43.68,51.73,1
75.61,2.24,61.46,3436,14451,65.33,60.7,0
65.81,4.19,48.69,2803,9337,72.18,70.02,1
85.8,6.99,72.66,2173,3024,41.91,55.95,1
83.87,7.52,63.27,2671,7522,69.31,70.55,1
73.08,5.79,71.38,1754,1793,52.25,82.68,0
67.17,2.36,40.85,2195,9376,48.75,51.4,1
81.58,5.38,49.8,3118,10277,56.74,76.4,0
77.26,6.03,37.61,2676,7646,47.83,89.53,0
57.62,5.81,45.13,3261,10209,78.92,78.0,0
74.18,5.91,72.53,1817,11085,64.98,70.87,0
78.14,5.15,75.82,2679,10284,82.67,61.98,1
64.2,4.37,38.93,2562,2992,60.02,84.46,0
77.28,3.4,48.58,3278,7734,60.7,54.35,1
57.54,1.08,53.93,3136,11049,101.72,75.64,0
91.03,5.11,63.2,3121,16894,38.78,72.38,1
89.98,4.83,30.36,3571,7640,91.12,88.88,1
71.97,5.5,32.56,2616,11754,97.78,63.26,1
79.36,2.09,61.85,3468,13391,81.78,64.53,1
46.08,5.66,27.71,2278,8017,62.05,53.37,0
61.12,8.2,48.74,2260,14742,93.68,78.56,1
71.47,4.64,57.27,3176,15011,62.21,65.64,0
62.13,4.39,60.82,2048,15902,55.3,59.07,0
83.57,5.06,53.02,3086,11292,61.01,60.5,1
98.97,8.16,49.88,2851,20801,57.74,80.06,1
60.88,2.66,66.82,3336,5924,50.96,55.46,0
64.95,4.87,58.99,2770,19620,87.98,56.79,1
77.83,3.06,45.94,2828,12841,54.08,85.45,0
94.33,3.52,55.53,3055,15702,67.47,69.51,1
60.33,4.41,60.36,2469,7400,42.01,86.33,0
77.99,6.93,79.06,2447,13222,68.55,66.61,1
96.86,7.74,66.01,3037,16135,47.19,71.98,1
55.18,5.31,72.0,2785,3563,46.75,74.34,0
59.63,3.82,46.45,2596,8183,66.03,92.81,0
69.92,8.99,47.66,2759,50,87.03,91.59,0
68.75,3.73,51.7,3597,8108,75.93,89.3,0
84.75,3.47,52.99,2578,4920,77.16,62.57,1
77.9,1.31,40.89,2564,7911,65.66,57.2,1
53.7,7.01,72.72,1946,23618,61.96,83.41,0
81.18,6.24,67.37,2779,17589,82.24,92.65,1
68.07,8.85,50.72,3128,1803,57.86,89.44,1
90.29,2.0,63.98,3218,11779,83.02,72.2,1
67.47,7.12,58.12,2854,12995,90.25,82.92,1
67.36,4.63,65.08,3278,7311,52.86,83.18,0
81.49,5.95,36.18,3166,9892,55.5,74.23,1
84.16,1.53,52.96,3356,10380,58.18,74.89,0
80.38,7.14,54.19,3292,2267,41.59,73.47,1
54.77,5.92,63.73,3585,3843,59.55,60.18,0
81.46,4.43,46.2,2715,9861,91.43,61.71,1
62.59,5.66,20.0,2136,9497,49.18,61.48,1
77.82,3.12,39.86,3132,5457,91.85,48.01,1
57.92,3.46,54.15,3190,5028,60.2,74.14,0
80.36,3.67,55.89,3585,8551,106.05,71.39,1
65.32,1.17,78.57,3441,13431,55.73,83.43,0
59.61,6.05,63.16,3773,8618,65.41,90.91,0
83.57,6.64,56.14,3110,17114,51.62,91.86,1
77.9,3.24,54.55,2914,5521,55.62,93.28,0
67.63,5.13,70.46,2108,9966,92.09,60.64,1
92.41,4.02,46.74,2954,7229,76.54,50.52,1
69.71,5.09,53.04,2524,11940,86.52,85.96,0
75.39,3.37,39.75,2906,5092,44.32,92.73,0
78.23,2.91,74.86,2827,18637,79.79,95.34,1
67.56,6.39,60.49,3036,547,50.51,79.27,0
80.65,4.39,45.09,2751,17577,43.93,42.05,1
68.6,8.14,53.4,3268,9450,72.3,77.48,0
70.06,4.58,62.14,1438,11762,72.11,80.33,0
91.35,2.83,51.49,2895,15673,68.96,90.78,0
62.51,6.71,47.52,3401,13288,80.92,93.44,0
46.05,5.64,45.84,3735,5350,83.72,85.64,0
94.33,5.81,59.75,3166,12000,94.46,63.19,1
105.59,6.64,49.99,3642,18337,46.57,56.56,1
70.14,3.32,48.65,2884,4564,95.04,80.01,0
51.76,4.27,36.3,2801,19592,101.88,60.11,1
71.27,4.19,56.09,3065,10929,61.41,94.13,0
71.57,2.18,52.46,2798,6834,37.97,46.43,0
72.72,4.03,50.5,2409,4534,43.1,80.5,0
61.64,6.91,57.78,2542,7884,59.69,76.79,0
81.95,4.93,65.47,2244,50,104.25,68.9,0
81.29,2.08,64.82,3064,6924,68.31,58.12,1
57.07,1.7,62.74,2806,7685,56.89,41.07,0
83.39,7.5,51.63,2620,3628,55.66,64.03,1
99.63,4.34,47.06,2517,12739,44.19,64.29,1
77.06,3.33,40.39,3053,7906,83.74,88.68,0
70.95,4.01,46.7,3190,5821,66.34,60.26,1
73.3,1.84,55.28,2235,7373,105.8,78.79,0
82.38,7.06,43.99,2156,10776,79.31,52.62,1
54.23,3.79,56.34,3277,9366,82.94,79.2,0
76.97,6.96,41.48,2112,5495,63.64,38.43,1
70.31,4.59,31.75,3074,9628,48.36,100.0,0
97.17,7.07,66.47,3608,8747,52.28,69.88,1
72.91,4.96,48.36,3610,3303,43.35,30.08,1
95.01,6.04,43.28,3169,7557,84.39,61.23,1
61.76,5.79,39.69,3154,11897,61.07,58.87,1
82.05,5.62,60.92,3926,11861,85.15,62.16,1
78.83,5.13,74.25,1633,7850,70.45,66.53,0
64.57,4.08,49.36,2568,12384,62.73,62.06,0
77.13,7.95,51.98,3224,4100,46.95,59.75,0
89.55,2.87,70.0,2631,4255,73.43,54.62,1
71.11,4.51,29.65,3420,7744,64.06,84.33,0
54.7,4.53,82.54,2780,16488,84.24,90.02,1
74.79,5.22,89.22,2866,9816,55.12,68.18,0
64.17,3.73,17.11,2663,7623,79.09,71.74,0
70.89,5.07,53.63,2539,16721,97.54,55.11,1
74.02,4.2,44.93,2526,7565,72.91,73.07,1
54.53,1.65,51.29,2936,20174,82.14,75.45,0
55.61,4.52,49.14,2413,6444,78.29,68.71,1
80.78,2.52,66.36,3277,3941,102.17,77.94,0
68.73,1.38,53.42,3127,8168,74.69,76.63,0
44.22,4.75,42.25,3350,7755,80.6,56.19,0
84.42,5.38,52.59,2236,4961,67.35,89.9,0
78.27,5.45,62.21,1950,22010,54.06,68.89,1
66.43,5.52,38.43,2798,10593,46.25,97.13,0
59.2,1.02,31.95,4200,11321,90.8,78.31,0
85.03,2.05,82.9,3433,6691,49.85,100.0,0
79.19,8.05,46.01,2523,6112,81.43,89.63,1
103.59,2.62,53.08,3012,14128,75.49,75.41,1
80.04,5.6,49.43,3164,621,84.52,61.15,1
79.65,3.26,62.67,2116,3286,58.74,61.48,0
73.0,4.64,79.82,3485,7763,53.77,80.0,0
84.8,3.36,63.12,2716,15755,74.81,74.15,1
82.5,5.51,33.74,2755,7127,62.74,63.16,1
90.02,4.75,35.62,2812,11081,45.84,84.5,1
68.74,3.69,49.41,3372,9139,102.89,72.58,0
69.78,2.61,51.24,2422,15481,53.75,84.59,0
69.25,4.98,30.89,1947,1076,50.11,57.37,0
84.49,2.32,66.47,2961,12680,63.64,86.99,0
92.98,5.27,39.79,1778,8006,90.55,79.51,1
69.49,9.23,75.91,2649,13624,29.0,89.96,0
69.9,6.93,80.49,3393,4904,89.06,86.66,0
78.77,5.79,51.52,3090,9122,51.59,70.73,1
72.05,4.35,61.15,3321,8487,72.76,69.52,0
86.42,1.01,37.75,3110,3988,55.83,98.75,0
47.98,2.12,63.73,4005,2598,103.85,67.64,0
65.08,6.81,48.03,2506,6098,70.24,83.23,0
65.61,3.08,39.78,2999,9650,55.25,66.28,0
47.16,3.24,50.95,2581,5215,62.58,44.07,0
63.44,4.2,48.48,3278,7350,69.61,53.59,1
64.02,2.59,50.45,2769,50,71.2,78.09,0
72.59,2.29,68.3,3659,7147,75.9,82.52,0
88.36,4.41,44.01,2535,14118,67.97,78.14,1
72.06,2.9,79.29,3504,12526,43.21,89.19,0
62.63,3.17,36.45,3097,8565,61.88,77.87,0
74.32,3.09,77.62,2784,10218,78.92,60.37,0
87.59,5.44,40.77,3071,4859,55.94,80.91,0
63.29,4.08,54.99,2931,17122,80.11,74.54,1
64.07,4.18,48.14,2978,19339,68.57,63.37,1
81.7,5.57,50.19,2697,9824,64.08,79.09,1
72.34,4.24,66.22,2449,21953,89.49,73.19,1
82.77,4.0,76.0,2632,5599,36.71,62.92,0
74.84,5.35,71.67,1958,2745,55.84,69.33,0
83.42,5.7,49.33,3221,5452,90.18,93.2,1
62.58,4.24,57.58,2182,7903,100.94,92.71,0
74.85,4.65,44.05,2691,20560,109.15,74.82,1
72.47,3.09,41.12,3124,7594,68.91,72.86,0
60.41,2.95,38.95,3220,4702,76.24,50.5,0
56.24,5.88,48.87,1913,4508,82.71,97.79,0
83.23,5.3,58.49,2754,14700,90.95,87.55,1
70.79,5.32,28.23,3030,13987,73.64,83.28,1
62.73,5.01,54.35,2826,6573,84.67,37.88,1
73.85,4.58,76.22,3472,50,76.28,72.61,0
88.54,5.75,70.71,2389,3357,77.4,70.09,1
47.63,6.18,46.81,1775,17606,51.47,82.24,1
57.04,6.14,35.44,3205,12444,62.07,65.23,1
63.93,4.32,61.44,2531,9327,58.59,68.52,0
92.53,7.0,22.56,1921,18344,46.6,81.29,1
78.39,4.91,70.54,2721,18792,38.27,60.4,1
84.21,5.64,52.01,3415,8820,60.37,63.39,1
61.32,5.01,80.64,2168,8912,63.25,74.9,0
61.57,4.94,30.82,3968,6090,69.89,92.08,0
80.37,3.18,67.85,2381,7577,78.0,84.13,0
75.7,5.76,53.59,2844,1568,71.39,88.13,0
81.58,9.62,50.37,2190,1548,63.38,72.95,1
72.75,3.83,35.82,2821,387,51.53,94.43,0
78.34,4.63,63.34,2733,14422,83.79,45.88,1
76.9,3.7,64.47,2055,1193,66.17,100.0,0
84.33,3.62,79.99,4200,18750,60.19,100.0,0
84.68,7.28,69.11,2552,5348,64.64,78.85,0
55.56,3.29,46.69,2553,17687,54.81,84.48,0
48.03,3.65,40.95,3285,7175,58.45,71.43,0
87.02,1.64,35.84,3707,1169,57.88,68.86,1
89.25,3.14,75.63,3363,15419,62.83,62.84,1
62.75,1.42,44.11,2199,16009,79.8,71.26,0
52.68,5.64,75.72,2907,4470,75.33,80.34,0
76.19,9.54,62.35,1859,7342,95.84,78.3,1
86.17,3.84,59.62,3251,4471,89.81,100.0,0
96.57,1.5,50.7,1982,8397,103.22,73.5,1
81.2,6.12,64.25,2398,9539,78.06,49.67,1
70.54,3.19,54.78,2798,7243,77.78,96.66,0
64.28,6.84,49.83,3023,50,59.23,53.69,1
75.14,3.99,64.74,2670,6096,82.87,63.61,1
71.41,3.36,52.98,3560,12518,56.19,76.08,0
62.82,4.18,43.82,3162,7956,41.53,78.26,0
99.59,5.86,63.4,3122,7363,95.47,50.32,1
96.42,4.09,54.1,2185,4346,45.51,60.8,0
88.63,3.61,61.84,3650,5950,75.9,49.79,1
63.95,4.14,48.65,2398,16045,52.15,81.33,0
85.26,2.21,38.07,3669,3301,88.28,89.75,0
82.68,5.21,79.29,3811,12604,90.73,53.67,1
80.31,1.28,76.65,3056,9235,77.53,86.93,0
90.0,3.7,67.37,3316,10224,90.43,85.96,0
82.62,5.87,49.57,1259,5338,68.13,62.11,1
83.88,5.05,50.8,2702,7241,108.22,42.26,1
82.64,5.56,74.35,3351,8971,81.43,55.93,1
79.09,4.38,50.05,3262,6397,51.79,63.07,1
53.6,6.61,46.14,2190,10657,69.25,95.13,0
76.0,6.16,81.21,2653,11287,65.25,70.23,1
68.33,5.3,54.33,1532,19864,63.49,56.9,1
59.64,6.17,79.76,3006,10391,38.17,74.22,0
95.18,5.85,35.42,1858,50,74.96,52.57,1
95.75,3.71,62.25,3365,14815,43.06,79.72,1
91.31,2.08,84.0,3391,7981,22.54,57.34,0
78.06,5.26,55.42,2563,19060,61.81,59.51,0
91.21,5.48,51.3,3061,16355,54.39,77.63,1
75.14,6.46,38.65,2691,6474,52.49,98.25,0
77.43,2.81,70.15,2921,12610,12.14,100.0,0
61.88,2.87,44.22,2226,6030,52.68,56.4,0
79.76,5.33,53.67,3111,9013,64.87,63.05,1
75.72,4.37,37.72,1979,12380,56.59,79.73,0
59.37,1.11,76.8,1885,14565,74.97,89.53,0
74.39,5.18,71.17,2739,13476,93.07,39.54,1
74.04,1.17,54.56,2694,9375,77.29,73.31,0
96.57,2.8,38.84,2936,21417,86.48,64.69,1
85.73,6.93,76.5,2475,7175,87.96,43.14,1
75.14,7.78,49.88,3743,964,49.66,51.94,1
77.99,2.31,39.53,2880,1927,75.9,63.48,1
75.53,3.91,30.33,2916,16370,85.91,72.88,1
72.57,4.58,45.96,2899,8617,60.15,87.12,0
62.01,7.71,34.64,3301,9795,53.77,77.32,0
73.19,3.61,46.28,3088,6287,77.55,86.21,1
66.05,3.64,65.42,3021,6736,41.33,72.4,0
60.0,7.29,49.74,3168,5065,48.42,61.43,1
81.13,3.83,59.98,1888,11356,56.0,69.24,1
79.7,5.8,44.87,1907,8513,76.11,82.43,0
53.56,1.84,55.91,2762,11175,71.94,87.49,0
73.53,4.19,81.89,2701,10697,86.58,69.78,0
86.95,1.51,50.12,3090,6871,51.41,58.06,1
87.71,2.6,60.38,2810,1706,50.44,77.03,0
87.31,6.01,33.08,3091,1271,77.43,79.17,1
75.47,4.41,76.28,2177,24133,53.62,90.49,0
64.86,3.93,48.32,2795,16391,57.14,61.82,1
62.0,3.15,69.71,2129,15701,34.58,61.98,0
79.14,4.1,53.28,2993,5627,73.24,83.34,0
79.55,5.04,63.56,1861,9048,95.74,65.89,1
90.45,6.27,64.39,2974,4923,49.47,65.25,0
88.2,0.2,48.67,2066,2440,86.39,90.81,0
73.41,3.0,70.29,2608,6056,66.93,51.43,1
60.07,4.79,44.37,3247,15631,36.22,100.0,0
71.17,4.32,65.89,2914,13204,51.89,62.81,0
77.61,5.23,49.54,1977,4150,50.78,85.0,0
72.58,4.98,59.89,2464,7426,62.3,70.37,0
68.07,3.95,48.53,2049,12746,75.55,76.07,0
78.03,3.55,55.7,1953,6145,101.28,68.06,0
68.95,4.06,39.95,2859,9398,42.24,84.85,0
67.46,6.57,58.47,3080,11009,59.27,66.79,1
78.74,3.18,55.62,3020,10955,51.87,63.41,0
70.18,4.39,47.44,3101,10271,45.18,99.2,0
77.93,4.83,54.23,2794,5732,69.72,72.44,1
78.28,7.31,56.88,2663,6245,68.03,61.86,1
61.33,3.96,46.37,2263,3332,35.35,49.65,0
69.23,6.23,53.2,2580,1193,68.33,99.98,0
92.25,6.72,40.92,2139,8426,46.3,63.72,1
61.06,4.39,87.84,2377,13081,68.21,100.0,0
49.6,4.12,69.83,2844,2099,90.85,77.98,0
52.66,3.91,58.82,2741,10365,76.34,74.14,0
75.35,4.04,71.41,4200,12923,71.2,74.55,1
75.37,6.04,27.29,2127,50,58.48,100.0,0
73.59,4.92,19.19,2737,7647,69.2,39.12,1
89.57,4.92,49.41,2088,17231,78.14,75.22,1
42.93,2.47,35.7,2606,11760,76.35,68.02,1
79.75,2.76,51.69,2626,50,66.21,68.8,1
93.74,8.36,57.88,3222,12292,71.91,74.24,1
61.47,4.18,67.89,2575,5261,44.3,68.01,0
70.44,3.11,39.06,2704,12457,54.78,74.82,0
65.97,7.08,60.59,2585,5550,80.74,71.65,0
64.27,5.01,55.2,2099,8735,83.16,52.3,1
71.08,5.54,59.87,2474,6312,69.68,77.72,0
92.13,4.25,47.72,2609,9016,94.62,82.74,1
97.05,3.93,74.36,2837,6164,77.14,63.87,1
70.97,4.19,53.55,3079,7882,63.8,100.0,0
97.86,2.01,79.84,2683,3122,46.04,92.03,0
75.43,4.34,43.93,2674,11453,93.9,84.66,1
96.04,5.03,65.4,1940,9876,81.87,84.48,0
73.88,7.83,54.16,3070,917,100.37,72.45,1
76.57,4.65,50.41,2452,13965,107.0,89.12,0
79.39,0.3,63.85,3174,8119,44.84,95.56,0
113.15,4.33,50.81,3458,9809,44.88,84.12,1
85.22,9.43,17.73,2706,12823,16.46,63.45,1
66.51,6.06,12.12,2288,10641,84.53,71.4,1
86.63,3.04,72.81,2792,14826,79.82,80.61,0
70.66,5.56,72.22,2974,7534,69.76,84.57,0
69.12,3.16,81.42,2642,14172,45.93,70.84,0
85.9,2.06,54.75,2518,9615,66.4,63.5,1
75.37,3.87,36.9,3082,11538,71.32,95.76,0
78.34,4.66,49.13,3049,11018,82.09,55.92,1
75.17,1.13,55.16,2627,15204,72.91,57.88,0
79.04,2.43,40.9,1973,12607,79.95,52.09,0
80.1,4.52,78.08,3028,6785,65.77,57.85,1
51.76,3.77,86.35,2416,5794,89.27,90.71,0
83.0,5.21,61.7,2907,8751,79.37,91.21,0
63.22,2.31,54.85,2876,5199,46.64,70.89,0
57.69,5.79,36.87,1856,3739,93.01,79.44,1
74.3,2.37,76.65,2841,50,90.06,71.84,0
76.01,7.46,56.07,3057,1254,76.38,54.12,1
66.68,1.41,50.95,3119,18927,73.05,100.0,0
84.97,2.53,61.74,2859,5717,97.86,92.62,0
58.89,5.25,46.8,1811,18517,38.6,77.32,0
70.12,7.5,57.06,3439,11016,90.34,59.16,1
67.98,5.07,34.81,3006,8751,59.43,68.63,0
74.44,5.51,70.22,2198,1497,87.71,61.61,1
78.35,4.53,53.54,2406,9023,70.17,73.46,1
62.91,2.65,71.22,2916,18461,45.63,76.65,0
83.69,3.62,52.18,3140,16788,59.06,66.88,1
75.76,2.32,53.09,2556,10371,86.39,50.18,1
52.3,2.2,38.03,3213,3257,64.22,100.0,0
51.5,5.22,65.64,1904,4214,56.81,75.56,0
74.85,2.48,42.74,2279,4737,56.69,78.85,0
72.35,5.08,48.19,1768,15391,79.56,65.66,1
73.76,2.16,55.01,2351,17159,99.51,48.57,1
74.66,5.03,56.7,3554,9979,29.46,70.75,0
77.71,3.62,31.11,3829,7485,118.41,67.15,1
86.37,7.03,51.77,2917,16744,71.67,82.64,1
61.67,5.08,66.13,2481,4107,78.44,85.59,0
60.94,6.72,49.7,2689,9259,60.15,83.48,0
61.88,3.14,51.85,3037,11315,67.94,86.82,0
78.47,4.6,57.27,2019,4686,71.47,99.05,0
89.94,2.73,53.24,2514,5820,49.12,77.85,0
69.82,3.76,40.57,3517,5431,53.5,88.49,0
44.98,4.03,54.49,2277,16084,89.32,79.41,0
54.55,3.19,68.92,2425,18572,40.06,43.5,0
65.0,2.31,40.28,2807,9574,75.94,69.68,1
68.31,1.96,49.76,2942,7659,61.33,58.98,0
70.1,0.29,35.66,2487,6001,50.71,75.47,0
75.46,2.6,68.18,2838,9009,103.49,60.13,1
71.26,5.63,53.71,3104,6249,50.82,81.09,0
87.59,1.62,43.1,3781,8515,47.66,86.72,0
66.89,2.04,56.29,2737,11066,64.63,90.05,0
64.65,7.72,38.15,2779,6973,54.17,96.29,0
80.75,3.35,40.53,3564,8052,68.11,46.86,1
56.57,5.08,34.56,2525,8073,70.8,54.01,0
79.68,5.66,40.07,2138,7412,72.22,100.0,0
76.23,5.69,74.0,2925,6793,65.77,87.14,0
73.23,1.76,44.74,3338,12811,55.36,75.37,0
94.06,4.08,61.53,2981,146,79.58,72.48,1
67.53,1.59,43.29,2751,16871,65.99,71.15,0
99.72,8.9,65.63,2076,9678,59.08,42.99,1
72.29,1.63,40.63,2771,12050,94.64,60.42,1
59.68,2.61,55.55,3417,12625,65.82,70.32,0
75.84,2.63,55.74,2183,5460,87.66,61.26,0
62.09,1.81,87.59,2678,4428,90.08,63.22,0
65.98,6.93,63.83,2606,3839,91.18,100.0,0
79.76,8.86,46.7,2451,7765,80.44,68.23,1
81.67,3.64,64.59,2924,12496,67.99,76.17,1
67.53,2.12,84.93,3022,6081,66.85,75.64,0
86.85,0.47,32.19,3016,12040,63.61,80.84,0
88.89,4.06,43.21,2312,50,29.0,64.84,0
92.24,3.93,51.68,1977,7072,80.94,90.7,0
81.35,3.33,49.16,2931,14836,72.4,78.65,1
91.36,4.9,50.34,2547,8145,82.86,52.69,1
52.43,5.21,36.74,3719,4854,65.89,70.39,0
71.19,5.08,74.66,3742,5716,79.97,69.42,1
64.6,3.93,35.08,3795,50,43.2,68.73,0
76.43,2.52,52.2,2330,3941,46.95,79.64,0
68.14,5.7,69.64,3085,14286,23.43,81.52,0
73.01,4.52,54.58,3235,6087,65.58,79.75,0
97.59,6.1,41.29,3179,6677,54.09,77.08,1
72.96,5.92,36.12,2623,50,51.74,73.28,0
79.97,1.94,51.78,3440,846,74.02,39.73,1
72.21,1.92,44.4,2800,14950,60.34,83.67,0
75.91,3.14,57.87,2864,12086,42.2,79.33,0
75.07,2.6,35.38,2031,2513,113.81,57.23,1
80.38,5.86,66.38,3122,5847,67.33,76.21,0
88.98,5.13,56.62,2670,8854,48.5,81.72,0
94.77,6.48,57.66,3032,3019,55.94,89.57,1
78.72,5.21,75.18,2918,50,64.88,79.65,0
82.07,4.88,48.87,2890,8204,64.85,76.82,1
61.19,6.66,44.84,2777,11863,91.44,86.2,1
73.95,5.35,47.33,3193,11959,66.57,67.4,1
86.28,4.62,52.3,2701,13376,101.39,78.18,1
85.39,7.16,53.73,2072,1232,60.22,62.68,1
77.54,4.71,43.37,3084,9290,75.68,88.65,0
85.64,3.95,26.68,2395,7658,86.4,47.85,1
80.89,2.99,47.15,2138,8564,89.51,84.25,0
89.4,5.77,60.04,2289,7941,91.61,72.27,1
78.47,6.73,56.91,2942,5698,63.1,86.48,0
70.73,4.41,71.79,2752,50,67.9,60.29,0
79.03,6.85,82.38,1734,14809,23.37,73.35,1
39.83,0.95,65.63,2608,10650,64.47,72.91,0
79.59,4.4,74.36,3385,1579,87.64,78.51,1
35.0,4.43,65.73,2574,11366,84.14,56.29,0
54.32,3.19,78.94,2717,6763,66.44,81.54,0
80.42,8.79,80.91,3321,6905,98.58,44.31,1
80.73,4.38,68.32,3198,5158,61.09,61.98,0
61.05,3.77,64.89,3311,11685,55.11,48.56,0
66.45,4.55,52.13,1414,5001,59.57,84.42,0
91.45,0.89,54.42,3667,3516,47.8,78.0,1
69.19,3.13,50.27,3118,14659,79.2,78.84,1
101.92,6.27,63.7,4031,8106,73.19,94.1,1
74.98,3.37,44.92,2409,8263,78.98,67.26,0
79.9,3.01,52.32,1918,12462,60.54,81.14,1
94.4,6.86,22.03,2804,5662,66.95,72.99,1
76.57,6.91,79.12,2662,6659,28.79,70.71,0
62.97,5.43,51.91,3127,10529,74.77,91.6,0
73.68,3.68,61.38,3337,1293,69.78,100.0,0
74.57,4.07,75.41,2756,10105,48.19,65.53,0
58.62,3.05,59.2,2680,5221,66.12,84.51,0
71.93,2.71,75.22,3061,13277,63.36,76.79,0
66.09,2.62,37.62,2672,11733,99.76,76.97,0
86.09,3.39,88.56,2630,11073,48.9,75.71,0
75.42,2.64,70.22,3319,965,73.97,67.0,0
71.61,1.69,57.93,3430,8483,48.37,18.23,1
73.73,4.89,74.95,3342,3114,57.96,95.02,0
77.68,4.92,38.64,2716,8816,72.98,61.58,0
82.4,7.56,50.96,1730,50,64.2,68.38,1
63.0,3.3,75.22,2726,1296,67.89,68.7,0
62.5,5.03,28.86,2421,14945,73.99,60.24,1
88.26,5.06,62.85,2735,10845,59.11,75.6,0
70.05,4.04,62.45,2464,7231,83.91,71.34,0
58.0,5.84,82.57,2790,4456,62.5,61.25,0
80.33,5.9,32.84,2280,3579,66.24,74.24,1
80.56,5.09,77.53,2160,10001,74.5,71.5,1
56.63,4.04,47.17,3411,7282,72.09,85.92,0
77.75,3.86,48.74,2315,16733,79.6,51.89,1
83.83,2.04,37.89,2800,8076,73.71,59.92,1
79.49,3.05,39.77,3277,9294,76.44,82.88,1
82.58,3.38,60.65,3257,2057,62.14,62.4,0
58.15,2.48,39.43,3197,7197,48.76,58.45,0
78.97,5.29,65.36,2951,9885,42.3,63.15,0
71.37,6.65,45.72,3162,7136,37.93,70.49,0
69.21,2.87,38.02,3487,6572,99.73,70.54,1
85.45,5.01,47.61,3013,10635,28.17,68.85,0
92.75,2.64,59.71,1881,16574,89.49,56.57,1
96.53,3.95,51.12,2536,9725,53.22,83.6,1
90.78,3.26,55.48,3148,14721,89.36,91.89,1
73.68,5.58,64.75,2486,12108,28.35,43.34,1
79.23,3.28,70.15,3610,14422,63.77,48.7,1
